name,url,country,region,subregion,vertical,base_m,top_m,km,lifts,price,list
Raunigwiese – Kolbnitz (Reisseck),https://www.skiresort.com/en/ski-resort/raunigwiese-kolbnitz-reisseck/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,77,626,703,1,,,slope
"Birgitz <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/birgitz/,Austria,Tyrol (Tirol),Innsbruck region,65,875,940,1,,,slope
Parc de loisirs de l'Aigle – Lans en Vercors,https://www.skiresort.com/en/ski-resort/parc-de-loisirs-de-laigle-lans-en-vercors/,France,Auvergne-Rhône-Alpes,Isère / Grenoble,67,1020,1087,1,2,,slope
"Dreieck – Glarus <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/dreieck-glarus/,Switzerland,Eastern Switzerland,Glarus,169,513,682,1,,,slope
"Wiesenhofer – Miesenbach bei Birkfeld <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/wiesenhofer-miesenbach-bei-birkfeld/,Austria,Styria (Steiermark),Oststeiermark / Joglland-Waldheimat,100,800,900,1,,,slope
Kirchdorf,https://www.skiresort.com/en/ski-resort/kirchdorf/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbüheler Alpen / St. Johann in Tirol,50,650,700,1,3,€ 27.50,slope
Bennau – Einsiedeln,https://www.skiresort.com/en/ski-resort/bennau-einsiedeln/,Switzerland,Central Switzerland,Schwyz / Mythen Region,174,882,1056,1,3,,slope
Planberg- and Wiesenlifte – Pertisau,https://www.skiresort.com/en/ski-resort/planberg-and-wiesenlifte-pertisau/,Austria,Tyrol (Tirol),Tiroler Unterland / Schwaz / Achensee,91,946,1037,1,4,"€ 20,-",slope
Schwoich,https://www.skiresort.com/en/ski-resort/schwoich/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Kufsteinerland,96,630,726,1,2,"€ 25,-",slope
Niedernsill,https://www.skiresort.com/en/ski-resort/niedernsill/,Austria,Salzburg (Salzburger Land),Pinzgau,152,817,969,1,2,"€ 15,-",slope
Pokljuka – Goreljek,https://www.skiresort.com/en/ski-resort/pokljuka-goreljek/,Slovenia,Gorenjska (Upper Carniola),,47,1283,1330,1,3,,slope+alt
Hotz – Oberweng (Spital am Pyhrn),https://www.skiresort.com/en/ski-resort/hotz-oberweng-spital-am-pyhrn/,Austria,Upper Austria (Oberösterreich),Steyr-Kirchdorf / Kirchdorf an der Krems / Pyhrn-Priel,59,839,898,1,2,"€ 17,-",slope
Wasen im Emmental,https://www.skiresort.com/en/ski-resort/wasen-im-emmental/,Switzerland,Espace Mittelland,Bern / Emmental,126,845,971,1,2,"SFr. 22,- / approx. € 23,-",slope
"Schwannerlift – Weerberg <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/schwannerlift-weerberg/,Austria,Tyrol (Tirol),Silberregion Karwendel,100,900,1000,1,2,,slope
Alpe di Neggia,https://www.skiresort.com/en/ski-resort/alpe-di-neggia/,Switzerland,Ticino,Lago Maggiore and Valleys,153,1374,1527,1,2,,slope+alt
Kronberg – Attergau,https://www.skiresort.com/en/ski-resort/kronberg-attergau/,Austria,Upper Austria (Oberösterreich),Salzkammergut / Lake Attersee,88,544,632,1,2,"€ 20,-",slope
Realp,https://www.skiresort.com/en/ski-resort/realp/,Switzerland,Central Switzerland,Uri / Andermatt,110,1550,1660,1,2,"SFr. 29,- / approx. € 31,-",slope+alt
Benzeck – Blindau (Reit im Winkl),https://www.skiresort.com/en/ski-resort/benzeck-blindau-reit-im-winkl/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Chiemgau,80,690,770,1,4,"€ 22,-",slope
Kirchberglifte – Kreuth,https://www.skiresort.com/en/ski-resort/kirchberglifte-kreuth/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tegernsee-Schliersee,110,780,890,1,4,"€ 17,-",slope
Auf der Rieder – Eschenlohe,https://www.skiresort.com/en/ski-resort/auf-der-rieder-eschenlohe/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Zugspitz Region / Zugspitzland,50,650,700,1,,,slope
Osovje,https://www.skiresort.com/en/ski-resort/osovje/,Slovenia,Osrednjeslovenska (Central Slovenia),,82,740,822,1,,"€ 10,-",slope
Saualpe – Eberstein,https://www.skiresort.com/en/ski-resort/saualpe-eberstein/,Austria,Carinthia (Kärnten),Mittelkärnten (Central Carinthia),110,1540,1650,0.9,,"€ 29,-",slope+alt
Kesselmannlifte – Faistenau,https://www.skiresort.com/en/ski-resort/kesselmannlifte-faistenau/,Austria,Salzburg (Salzburger Land),Salzkammergut / Lake Fuschl (Fuschlsee),55,800,855,0.9,2,"€ 18,-",slope
Schmiedhornlift – Wald (Faistenau),https://www.skiresort.com/en/ski-resort/schmiedhornlift-wald-faistenau/,Austria,Salzburg (Salzburger Land),Salzkammergut / Lake Fuschl (Fuschlsee),186,800,986,0.8,2,"€ 12,-",slope
Sauris di Sotto,https://www.skiresort.com/en/ski-resort/sauris-di-sotto/,Italy,Friuli-Venezia Giulia,Udine,118,1212,1330,0.8,2,"€ 44,-",slope+alt
Hübeli – Hergiswil bei Willisau,https://www.skiresort.com/en/ski-resort/huebeli-hergiswil-bei-willisau/,Switzerland,Central Switzerland,Lucerne,120,720,840,0.8,,"SFr. 25,- / approx. € 27,-",slope
Brandlwiese – Kaumberg,https://www.skiresort.com/en/ski-resort/brandlwiese-kaumberg/,Austria,Lower Austria (Niederösterreich),Mostviertel / Lilienfeld,70,510,580,0.8,,"€ 20,-",slope
Pianeta Neve – Piamprato/Valprato Soana,https://www.skiresort.com/en/ski-resort/pianeta-neve-piamprato-valprato-soana/,Italy,Piedmont (Piemonte),Turin (Torino),88,1550,1638,0.8,2,"€ 15,-",slope+alt
Taisten (Tesido),https://www.skiresort.com/en/ski-resort/taisten-tesido/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol),168,1227,1395,0.8,,"€ 25,-",slope+alt
Terenten (Terento),https://www.skiresort.com/en/ski-resort/terenten-terento/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol),169,1235,1404,0.8,2,"€ 25,-",slope+alt
Lantsch/Lenz,https://www.skiresort.com/en/ski-resort/lantsch-lenz/,Switzerland,Eastern Switzerland,Graubünden / Lenzerheide,92,1290,1382,0.8,,,slope+alt
Archamps,https://www.skiresort.com/en/ski-resort/archamps/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Saint-Julien-en-Genevois / Genevois,120,1170,1290,0.8,,,slope+alt
Kellerberg – Haldi,https://www.skiresort.com/en/ski-resort/kellerberg-haldi/,Switzerland,Central Switzerland,Uri,155,1238,1393,0.8,,,slope+alt
Lifinar – Partenen,https://www.skiresort.com/en/ski-resort/lifinar-partenen/,Austria,Vorarlberg,Bludenz / Montafon,80,1080,1160,0.8,,,slope
Lüsen (Luson),https://www.skiresort.com/en/ski-resort/luesen-luson/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eisacktal,119,1070,1189,0.8,,,slope+alt
Kaiserlindenlift – Gams bei Hieflau,https://www.skiresort.com/en/ski-resort/kaiserlindenlift-gams-bei-hieflau/,Austria,Styria (Steiermark),Liezen / Alpenregion Nationalpark Gesäuse,105,528,633,0.8,,,slope
Pradibosco – Prato Carnico,https://www.skiresort.com/en/ski-resort/pradibosco-prato-carnico/,Italy,Friuli-Venezia Giulia,Udine,110,1135,1245,0.8,,,slope+alt
Oberwangen,https://www.skiresort.com/en/ski-resort/oberwangen/,Switzerland,Eastern Switzerland,Thurgau,137,627,764,0.8,2,"SFr. 22,- / approx. € 23,-",slope
Sonnenlifts – Röfleuten (Pfronten),https://www.skiresort.com/en/ski-resort/sonnenlifts-roefleuten-pfronten/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Ostallgäu,250,850,1100,0.8,2,"€ 20,-",slope
Ghöch,https://www.skiresort.com/en/ski-resort/ghoech/,Switzerland,Zürich,,62,958,1020,0.8,2,"SFr. 22,- / approx. € 23,-",slope
Logarska dolina,https://www.skiresort.com/en/ski-resort/logarska-dolina/,Slovenia,Savinjska,,110,740,850,0.8,2,"€ 10,-",slope
Wanklifte – Oberammergau,https://www.skiresort.com/en/ski-resort/wanklifte-oberammergau/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Zugspitz Region / Ammergauer Alpen,70,860,930,0.8,3,"€ 23,-",slope
Waldskilift – Wald (Faistenau),https://www.skiresort.com/en/ski-resort/waldskilift-wald-faistenau/,Austria,Salzburg (Salzburger Land),Salzkammergut / Lake Fuschl (Fuschlsee),142,802,944,0.8,2,,slope
Raten – Oberägeri,https://www.skiresort.com/en/ski-resort/raten-oberaegeri/,Switzerland,Central Switzerland,Zug,42,1077,1119,0.8,2,"SFr. 14,- / approx. € 15,-",slope
Buchberg – Goldegg,https://www.skiresort.com/en/ski-resort/buchberg-goldegg/,Austria,Salzburg (Salzburger Land),Pongau,393,832,1225,0.8,,"€ 5,-",slope+alt
Pradel – Molveno,https://www.skiresort.com/en/ski-resort/pradel-molveno/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Altopiano della Paganella/​Dolomiti di Brenta/​Lago di Molveno,160,1370,1530,0.7,2,"€ 35,-",slope+alt
Weissenbach (Alpinwellt),https://www.skiresort.com/en/ski-resort/weissenbach-alpinwellt/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Tauferer Ahrntal (Valli di Tures e Aurina) / Skiworld Ahrntal,61,1372,1433,0.7,,"€ 24,-",slope+alt
Schüpfheim,https://www.skiresort.com/en/ski-resort/schuepfheim/,Switzerland,Central Switzerland,Lucerne,132,756,888,0.7,,,slope
Alvaneu – Sontg Antoni,https://www.skiresort.com/en/ski-resort/alvaneu-sontg-antoni/,Switzerland,Eastern Switzerland,Graubünden / Savognin Bivio Albula,53,1141,1194,0.7,,"SFr. 18,- / approx. € 19,-",slope+alt
Navis,https://www.skiresort.com/en/ski-resort/navis/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Wipptal,190,1395,1585,0.7,,"€ 10,-",slope+alt
Langis,https://www.skiresort.com/en/ski-resort/langis/,Switzerland,Central Switzerland,Obwalden,67,1450,1517,0.7,,"SFr. 24,- / approx. € 25,-",slope+alt
Griminitzen (Kirchbach),https://www.skiresort.com/en/ski-resort/griminitzen-kirchbach/,Austria,Carinthia (Kärnten),Nassfeld-Pressegger See,130,652,782,0.7,,"€ 14,-",slope
Nova Ponente (Deutschnofen),https://www.skiresort.com/en/ski-resort/nova-ponente-deutschnofen/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eggental Valley (Val D’ega),135,1385,1520,0.7,,"€ 25,-",slope+alt
Schilpario,https://www.skiresort.com/en/ski-resort/schilpario/,Italy,Lombardy,Bergamo,465,1135,1600,0.7,,"€ 22,-",slope+alt
Antermoia (San Martin de Tor),https://www.skiresort.com/en/ski-resort/antermoia-san-martin-de-tor/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Val Badia (Gadertal),172,1524,1696,0.7,,,slope+alt
Moosberglift – Weißenbach am Lech,https://www.skiresort.com/en/ski-resort/moosberglift-weissenbach-am-lech/,Austria,Tyrol (Tirol),Außerfern / Naturparkregion Reutte,125,905,1030,0.7,,,slope
Schatzerlift – Kirchberg,https://www.skiresort.com/en/ski-resort/schatzerlift-kirchberg/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbüheler Alpen / Brixental,54,824,878,0.7,,,slope
Krispl,https://www.skiresort.com/en/ski-resort/krispl/,Austria,Salzburg (Salzburger Land),Tennengau,120,919,1039,0.7,2,,slope
Petersberg (Monte S. Pietro),https://www.skiresort.com/en/ski-resort/petersberg-monte-s-pietro/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eggental Valley (Val D’ega),121,1355,1476,0.7,,,slope+alt
Archenstadel – Rinn,https://www.skiresort.com/en/ski-resort/archenstadel-rinn/,Austria,Tyrol (Tirol),Innsbruck region,86,918,1004,0.6,2,"€ 24,-",slope
Stinesser Lifte – Fischen i. Allgäu,https://www.skiresort.com/en/ski-resort/stinesser-lifte-fischen-i-allgaeu/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Hörnerdörfer,130,761,891,0.6,,"€ 26,-",slope
Le Tourchet,https://www.skiresort.com/en/ski-resort/le-tourchet/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Pays du Mont Blanc / Chamonix-Mont-Blanc,62,1007,1069,0.6,2,"€ 20,-",slope
Bukovnik,https://www.skiresort.com/en/ski-resort/bukovnik/,Slovenia,Carinthia (Koroška),,125,500,625,0.6,2,"€ 12,-",slope
Krinau,https://www.skiresort.com/en/ski-resort/krinau/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,88,820,908,0.6,,,slope
Casaccia,https://www.skiresort.com/en/ski-resort/casaccia/,Switzerland,Eastern Switzerland,Graubünden / Bregaglia Engadin,130,1471,1601,0.6,,"SFr. 35,- / approx. € 37,-",slope+alt
Bündalift – Davos,https://www.skiresort.com/en/ski-resort/buendalift-davos/,Switzerland,Eastern Switzerland,Graubünden / Davos Klosters,158,1556,1714,0.6,,"SFr. 35,- / approx. € 37,-",slope+alt
Schanz – Fischbach,https://www.skiresort.com/en/ski-resort/schanz-fischbach/,Austria,Styria (Steiermark),Oststeiermark / Joglland-Waldheimat,80,1170,1250,0.6,,"€ 18,-",slope+alt
Mojstrana,https://www.skiresort.com/en/ski-resort/mojstrana/,Slovenia,Gorenjska (Upper Carniola),,120,650,770,0.6,,"€ 21,-",slope
Kolsassberg,https://www.skiresort.com/en/ski-resort/kolsassberg/,Austria,Tyrol (Tirol),Silberregion Karwendel,60,750,810,0.6,2,"€ 28,-",slope
Hrastlift – Feistritz an der Gail,https://www.skiresort.com/en/ski-resort/hrastlift-feistritz-an-der-gail/,Austria,Carinthia (Kärnten),Nassfeld-Pressegger See,120,550,670,0.6,,"€ 29,-",slope
Sonnenberglift – Gries im Sellrain,https://www.skiresort.com/en/ski-resort/sonnenberglift-gries-im-sellrain/,Austria,Tyrol (Tirol),Innsbruck region / Sellraintal,90,1185,1275,0.6,2,€ 19.50,slope+alt
Mitteldorflift – Döllach (Großkirchheim),https://www.skiresort.com/en/ski-resort/mitteldorflift-doellach-grosskirchheim/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,85,1060,1145,0.6,,€ 12.50,slope
Fellachlift – Virgen,https://www.skiresort.com/en/ski-resort/fellachlift-virgen/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / Virgental,80,1110,1190,0.6,,"€ 16,-",slope+alt
Stadtwaldlift – Rottenmann,https://www.skiresort.com/en/ski-resort/stadtwaldlift-rottenmann/,Austria,Styria (Steiermark),Murtal,122,788,910,0.6,,,slope
Chrachenhütte – Blumenstein,https://www.skiresort.com/en/ski-resort/chrachenhuette-blumenstein/,Switzerland,Espace Mittelland,Bern,93,739,832,0.6,,,slope
Baumschlagerberg – Vorderstoder,https://www.skiresort.com/en/ski-resort/baumschlagerberg-vorderstoder/,Austria,Upper Austria (Oberösterreich),Steyr-Kirchdorf / Kirchdorf an der Krems / Pyhrn-Priel / Stodertal,153,829,982,0.6,,,slope
Dzora – Lourtier,https://www.skiresort.com/en/ski-resort/dzora-lourtier/,Switzerland,Lemanic Region,Valais (Wallis) / Val de Bagnes,88,1100,1188,0.6,,,slope+alt
Saint Nizier du Moucherotte,https://www.skiresort.com/en/ski-resort/saint-nizier-du-moucherotte/,France,Auvergne-Rhône-Alpes,Isère / Grenoble,39,1161,1200,0.6,,,slope+alt
Laimerlift – St. Gilgen,https://www.skiresort.com/en/ski-resort/laimerlift-st-gilgen/,Austria,Salzburg (Salzburger Land),Salzkammergut / Lake Wolfgang (Wolfgangsee),53,610,663,0.6,,,slope
Am Ried – Farchant,https://www.skiresort.com/en/ski-resort/am-ried-farchant/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Zugspitz Region / Zugspitzland,102,670,772,0.6,,"€ 17,-",slope
Bildhaus – Gommiswald am Ricken,https://www.skiresort.com/en/ski-resort/bildhaus-gommiswald-am-ricken/,Switzerland,Eastern Switzerland,St. Gallen,55,805,860,0.6,2,"SFr. 25,- / approx. € 27,-",slope
Cioss Prato – Bedretto,https://www.skiresort.com/en/ski-resort/cioss-prato-bedretto/,Switzerland,Ticino,Bellinzonese and Upper Ticino / Valle Leventina / Val Bedretto (Bedrettotal),60,1550,1610,0.6,2,"SFr. 19,- / approx. € 20,-",slope+alt
Burglift – Stans,https://www.skiresort.com/en/ski-resort/burglift-stans/,Austria,Tyrol (Tirol),Silberregion Karwendel,130,560,690,0.5,3,"€ 30,-",slope
Castelrotto (Kastelruth),https://www.skiresort.com/en/ski-resort/castelrotto-kastelruth/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Seiser Alm,62,1092,1154,0.5,3,,slope
Rabenkopf – Oberau,https://www.skiresort.com/en/ski-resort/rabenkopf-oberau/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Zugspitz Region / Zugspitzland,78,682,760,0.5,,"€ 17,-",slope
Piani di Artavaggio – Moggio,https://www.skiresort.com/en/ski-resort/piani-di-artavaggio-moggio/,Italy,Lombardy,Lecco,19,1625,1644,0.5,5,"€ 30,-",slope+alt
Pusterwald,https://www.skiresort.com/en/ski-resort/pusterwald/,Austria,Styria (Steiermark),Murtal,132,1080,1212,0.5,,"€ 15,-",slope+alt
Alfaierlift – Gschnitz,https://www.skiresort.com/en/ski-resort/alfaierlift-gschnitz/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Wipptal,85,1265,1350,0.5,,,slope+alt
Saas-Balen,https://www.skiresort.com/en/ski-resort/saas-balen/,Switzerland,Lemanic Region,Valais (Wallis) / Saas-Fee/​Saastal,49,1472,1521,0.5,,"SFr. 16,- / approx. € 17,-",slope+alt
Les Chosalets,https://www.skiresort.com/en/ski-resort/les-chosalets/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Pays du Mont Blanc / Chamonix-Mont-Blanc,90,1200,1290,0.5,2,"€ 19,-",slope+alt
Vögelsberg (Wattens),https://www.skiresort.com/en/ski-resort/voegelsberg-wattens/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Hall-Wattens Region,105,869,974,0.5,2,€ 19.50,slope
Mühldorf,https://www.skiresort.com/en/ski-resort/muehldorf/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,60,620,680,0.5,,"€ 10,-",slope
Lanalift – Anras,https://www.skiresort.com/en/ski-resort/lanalift-anras/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / East Tyrolean Hochpustertal,110,1265,1375,0.5,,"€ 13,-",slope+alt
Rietschach – Dellach im Drautal,https://www.skiresort.com/en/ski-resort/rietschach-dellach-im-drautal/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Outdoorpark Oberdrautal,76,703,779,0.5,,"€ 15,-",slope
Riesenlehen – St. Georgen am Reith,https://www.skiresort.com/en/ski-resort/riesenlehen-st-georgen-am-reith/,Austria,Lower Austria (Niederösterreich),Mostviertel / Amstetten,120,505,625,0.5,,"€ 14,-",slope
Gries (Längenfeld),https://www.skiresort.com/en/ski-resort/gries-laengenfeld/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Ötztal,66,1597,1663,0.5,,"€ 25,-",slope+alt
Grünsteinlift – Schönau am Königssee,https://www.skiresort.com/en/ski-resort/gruensteinlift-schoenau-am-koenigssee/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Berchtesgadener Land,120,642,762,0.5,,"€ 24,-",slope
Kobla – Bohinj,https://www.skiresort.com/en/ski-resort/kobla-bohinj/,Slovenia,Gorenjska (Upper Carniola),,78,555,633,0.5,,"€ 20,-",slope
"Neuleutasch (Leutasch) <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/neuleutasch-leutasch/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Region Seefeld – Tirols Hochplateau,67,1222,1289,0.5,,"€ 18,-",slope+alt
"Raffelmoos – Elbach (Fischbachau) <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/raffelmoos-elbach-fischbachau/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Tegernsee-Schliersee,80,834,914,0.5,,"€ 15,-",slope
Amberglift – Walchsee,https://www.skiresort.com/en/ski-resort/amberglift-walchsee/,Austria,Tyrol (Tirol),Tiroler Unterland / Kaiserwinkl,90,660,750,0.5,,"€ 26,-",slope
La Lorette – Bourg-Saint-Pierre,https://www.skiresort.com/en/ski-resort/la-lorette-bourg-saint-pierre/,Switzerland,Lemanic Region,Valais (Wallis) / Pays du St-Bernard,65,1578,1643,0.5,,"SFr. 15,- / approx. € 16,-",slope+alt
Gadmen,https://www.skiresort.com/en/ski-resort/gadmen/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Haslital,88,1203,1291,0.5,,"SFr. 18,- / approx. € 19,-",slope+alt
Rhêmes Notre Dame,https://www.skiresort.com/en/ski-resort/rhemes-notre-dame/,Italy,Aosta Valley (Valle d'Aosta),Gran Paradiso,27,1732,1759,0.5,3,"€ 19,-",slope+alt
Cogolo,https://www.skiresort.com/en/ski-resort/cogolo/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Val di Sole (Sole Valley),73,1180,1253,0.5,2,,slope+alt
Sonnenlift Axams,https://www.skiresort.com/en/ski-resort/sonnenlift-axams/,Austria,Tyrol (Tirol),Innsbruck region,90,910,1000,0.5,,,slope
Kreuthlift – Bad Oberdorf,https://www.skiresort.com/en/ski-resort/kreuthlift-bad-oberdorf/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu,50,840,890,0.5,,,slope
Katschwald (Obdach),https://www.skiresort.com/en/ski-resort/katschwald-obdach/,Austria,Styria (Steiermark),Murtal,77,1200,1277,0.5,,,slope+alt
Bachrain – Golling an der Salzach,https://www.skiresort.com/en/ski-resort/bachrain-golling-an-der-salzach/,Austria,Salzburg (Salzburger Land),Tennengau,55,845,900,0.5,2,,slope
Galtwiesen – Wald im Pitztal,https://www.skiresort.com/en/ski-resort/galtwiesen-wald-im-pitztal/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Pitztal,93,1187,1280,0.5,,,slope+alt
Mühlegglift – Hopfgarten in Defereggen,https://www.skiresort.com/en/ski-resort/muehlegglift-hopfgarten-in-defereggen/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / Deferreggen Valley (Defereggental),58,1097,1155,0.5,,,slope
Reitdorf (Flachau),https://www.skiresort.com/en/ski-resort/reitdorf-flachau/,Austria,Salzburg (Salzburger Land),Pongau / Salzburger Sportwelt,65,880,945,0.5,,,slope
Rossbachlift – Nassereith,https://www.skiresort.com/en/ski-resort/rossbachlift-nassereith/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Imst,137,905,1042,0.5,,,slope
Cui Dariolo – Malesco,https://www.skiresort.com/en/ski-resort/cui-dariolo-malesco/,Italy,Piedmont (Piemonte),Verbano-Cusio-Ossola,123,793,916,0.5,,,slope
Westernberg (Ruhpolding),https://www.skiresort.com/en/ski-resort/westernberg-ruhpolding/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Chiemgau,80,670,750,0.5,2,€ 21.50,slope
Rudno – Železniki,https://www.skiresort.com/en/ski-resort/rudno-zelezniki/,Slovenia,Gorenjska (Upper Carniola),,81,490,571,0.5,2,"€ 17,-",slope
Kalte Kuchl – Innerhalbach,https://www.skiresort.com/en/ski-resort/kalte-kuchl-innerhalbach/,Austria,Lower Austria (Niederösterreich),Mostviertel / Lilienfeld,46,713,759,0.5,2,"€ 10,-",slope
Annerlbauer – Krieglach,https://www.skiresort.com/en/ski-resort/annerlbauer-krieglach/,Austria,Styria (Steiermark),Hochsteiermark / Mürztal,56,870,926,0.5,2,"€ 26,-",slope
Bedrina Dalpe,https://www.skiresort.com/en/ski-resort/bedrina-dalpe/,Switzerland,Ticino,Bellinzonese and Upper Ticino / Valle Leventina,36,1212,1248,0.5,2,,slope+alt
Zatrnik,https://www.skiresort.com/en/ski-resort/zatrnik/,Slovenia,Gorenjska (Upper Carniola),,70,910,980,0.5,3,"€ 12,-",slope
Rettenbach (Bernstein),https://www.skiresort.com/en/ski-resort/rettenbach-bernstein/,Austria,Burgenland,Southern Burgenland / Oberwart,82,458,540,0.5,2,€ 8.50,slope
Maiergschwendt (Ruhpolding),https://www.skiresort.com/en/ski-resort/maiergschwendt-ruhpolding/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Chiemgau,40,710,750,0.5,2,"€ 16,-",slope
Petersthal – Oy-Mittelberg,https://www.skiresort.com/en/ski-resort/petersthal-oy-mittelberg/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu,20,885,905,0.5,,"€ 9,-",slope
Trachselwald,https://www.skiresort.com/en/ski-resort/trachselwald/,Switzerland,Espace Mittelland,Bern / Emmental,53,697,750,0.5,,"SFr. 10,- / approx. € 11,-",slope
Astenlift – St. Veit im Pongau,https://www.skiresort.com/en/ski-resort/astenlift-st-veit-im-pongau/,Austria,Salzburg (Salzburger Land),Pongau,20,750,770,0.5,,,slope
Pommernlift – Inzell,https://www.skiresort.com/en/ski-resort/pommernlift-inzell/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Chiemgau,45,740,785,0.5,,,slope
Aschaulift – Koppl,https://www.skiresort.com/en/ski-resort/aschaulift-koppl/,Austria,Salzburg (Salzburger Land),Salzkammergut / Lake Fuschl (Fuschlsee),15,765,780,0.5,2,,slope
Kramsach,https://www.skiresort.com/en/ski-resort/kramsach/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Holiday Region Alpbachtal,75,575,650,0.4,2,"€ 25,-",slope
Böglerlift – Alpbach,https://www.skiresort.com/en/ski-resort/boeglerlift-alpbach/,Austria,Tyrol (Tirol),Tiroler Unterland / Kufstein / Holiday Region Alpbachtal,60,987,1047,0.4,,€ 71.50,slope
Oberzeiring (Pölstal),https://www.skiresort.com/en/ski-resort/oberzeiring-poelstal/,Austria,Styria (Steiermark),Murtal,48,944,992,0.4,,"€ 21,-",slope
Kanterlift – Kartitsch,https://www.skiresort.com/en/ski-resort/kanterlift-kartitsch/,Austria,Tyrol (Tirol),Osttirol (East Tyrol) / East Tyrolean Hochpustertal,97,1322,1419,0.4,,"€ 49,-",slope+alt
Waldrastlift – Ehenbichl,https://www.skiresort.com/en/ski-resort/waldrastlift-ehenbichl/,Austria,Tyrol (Tirol),Außerfern / Naturparkregion Reutte,115,850,965,0.4,,"€ 20,-",slope
Wildstättlift – Wattenberg,https://www.skiresort.com/en/ski-resort/wildstaettlift-wattenberg/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Hall-Wattens Region,117,1200,1317,0.4,,"€ 10,-",slope+alt
Wilern (Binn),https://www.skiresort.com/en/ski-resort/wilern-binn/,Switzerland,Lemanic Region,Valais (Wallis) / Goms,115,1427,1542,0.4,,"SFr. 10,- / approx. € 11,-",slope+alt
